Education,Marital_Status,Income,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,Age,Spent,Living_With,Children,Total_Purchases,Total_Campaign,Cluster
0,3,63564.0,0,769,80,252,15,34,65,70,963,1,0,28,1,3
4,5,83443.0,89,518,42,742,55,56,84,52,755,1,0,22,0,3
4,5,51518.0,92,350,8,66,17,4,4,66,383,1,1,17,0,1
2,6,58330.0,87,445,53,213,104,98,151,49,851,0,1,24,0,2
2,3,80952.0,20,778,178,689,41,27,44,55,1068,1,0,25,3,3
2,5,75507.0,56,709,93,374,104,80,80,45,1066,1,0,21,0,3
0,5,63855.0,28,359,35,314,93,116,89,46,692,1,0,24,0,3
4,5,62220.0,55,799,12,375,16,12,12,52,851,1,1,23,0,3
2,3,58512.0,25,895,10,101,13,0,152,60,1070,1,1,20,0,3
3,3,40662.0,0,40,2,23,0,4,23,45,69,1,1,8,0,1
4,3,38829.0,86,76,0,7,0,0,16,65,92,1,1,8,0,1
0,3,35523.0,8,11,5,22,12,5,11,43,44,1,1,8,0,1
2,4,79146.0,33,245,16,223,21,43,16,57,341,0,2,19,0,0
3,3,78285.0,13,647,107,391,175,67,40,36,1036,1,0,21,0,3
4,4,31626.0,12,39,1,9,2,1,34,46,77,0,1,6,1,0
2,4,75127.0,92,203,35,305,46,17,227,72,528,0,0,19,0,2
2,3,48726.0,90,138,3,38,4,0,59,69,204,1,1,12,0,1
2,3,74985.0,8,587,51,898,247,0,86,47,971,1,0,17,0,3
2,5,67430.0,6,595,97,291,127,133,121,37,1073,1,0,29,0,3
0,3,46891.0,91,43,12,23,29,15,61,59,160,1,1,8,0,1
3,3,62058.0,52,301,7,74,10,0,58,68,376,1,1,18,0,1
2,3,72063.0,3,180,32,348,76,32,90,45,410,1,1,21,0,3
4,3,78939.0,57,794,115,243,150,0,205,73,1264,1,0,20,0,3
2,4,42720.0,9,392,5,91,28,26,112,59,563,0,2,25,0,0
2,3,33622.0,22,39,1,22,3,4,12,52,59,1,2,9,0,1
4,5,6835.0,76,107,2,12,2,2,12,67,125,1,1,1,0,1
2,5,41452.0,86,13,0,3,0,0,0,71,13,1,2,4,0,1
4,4,40760.0,64,70,0,17,0,0,6,59,76,0,1,8,0,0
4,5,74250.0,90,680,11,392,75,0,0,66,766,1,0,18,0,3
3,4,51124.0,79,26,1,11,0,1,4,69,32,0,2,6,0,0
2,4,72258.0,28,522,0,522,227,120,134,53,1003,0,1,22,0,2
4,4,71466.0,86,412,12,546,78,182,0,50,684,0,0,19,0,2
2,5,36283.0,42,6,5,5,8,0,5,48,24,1,2,6,0,1
2,4,20587.0,39,2,3,6,4,1,9,54,19,0,1,5,0,0
2,3,30467.0,8,1,3,8,2,5,5,52,16,1,1,4,0,1
2,5,31590.0,40,6,2,15,6,6,3,52,23,1,1,5,0,1
1,3,20425.0,5,4,12,5,3,16,17,38,52,1,1,7,0,1
3,5,17144.0,96,18,2,19,0,2,6,64,28,1,2,12,0,1
4,2,42564.0,28,324,48,186,39,18,198,56,627,0,1,24,1,2
3,3,43783.0,22,327,9,125,25,4,139,46,504,1,1,22,1,1
2,2,40780.0,30,229,27,71,13,3,34,48,306,0,1,17,0,0
3,5,62847.0,45,521,168,706,80,76,61,79,906,1,0,14,0,3
4,3,82017.0,58,184,23,446,30,23,23,67,283,1,0,17,3,3
2,4,16813.0,49,4,8,11,12,2,13,74,39,0,0,6,1,0
2,3,51267.0,37,183,2,64,7,2,12,46,206,1,2,15,0,1
2,4,46524.0,70,31,19,35,26,14,52,63,142,0,1,9,0,0
3,4,45183.0,33,219,3,60,12,9,12,62,255,0,0,13,1,0
4,3,70421.0,98,479,28,136,75,14,35,70,631,1,1,23,0,3
0,2,60161.0,17,584,44,212,46,8,177,59,859,0,1,26,0,2
2,5,73926.0,54,627,91,597,159,91,15,51,983,1,0,24,0,3
2,3,19329.0,39,24,1,16,12,2,5,56,44,1,1,10,0,1
3,3,61872.0,81,330,5,159,36,27,16,54,414,1,1,21,0,1
2,6,46984.0,71,19,1,10,2,1,8,68,31,0,2,5,0,0
2,3,34838.0,62,28,23,29,29,14,47,73,141,1,2,10,0,1
4,4,82716.0,8,606,148,228,15,148,22,80,939,0,0,28,0,2
2,3,48192.0,76,1039,43,204,153,58,29,66,1322,1,0,25,3,3
3,3,49681.0,66,411,0,26,0,0,21,48,432,1,2,21,0,1
3,3,56850.0,83,34,1,19,2,7,0,53,44,1,1,6,0,1
2,3,55267.0,28,161,28,136,32,3,45,67,269,1,1,17,0,1
2,3,59666.0,87,623,53,178,23,17,133,52,849,1,2,20,1,3
2,4,72504.0,43,604,26,470,123,161,94,52,1008,0,1,22,0,2
2,3,26872.0,0,3,10,8,3,16,32,43,64,1,0,5,0,1
2,4,21359.0,1,12,2,17,6,1,10,52,31,0,1,7,0,0
2,4,73170.0,1,184,174,256,50,30,32,49,470,0,0,16,0,2
3,3,52750.0,72,393,0,239,90,69,69,69,621,1,1,27,0,3
4,5,91820.0,72,410,73,747,76,161,30,38,750,1,0,22,0,3
4,5,65968.0,12,376,9,83,19,4,4,54,412,1,1,18,0,1
2,3,30772.0,89,7,2,4,2,1,4,48,16,1,2,4,0,1
2,4,22507.0,67,68,0,226,51,157,68,70,344,0,0,19,0,2
2,3,65685.0,54,642,14,49,0,7,57,52,720,1,1,21,0,3
0,3,25804.0,34,8,7,9,13,6,12,46,46,1,1,7,0,1
4,4,76412.0,15,840,53,804,23,71,17,44,1004,0,0,18,2,2
2,3,22063.0,43,7,10,13,3,11,11,52,42,1,1,7,0,1
2,4,57091.0,0,464,5,64,7,0,37,63,513,0,0,18,1,2
2,3,22419.0,74,30,3,47,19,21,42,61,115,1,0,8,0,1
2,5,87771.0,61,1492,38,287,50,57,33,65,1670,1,1,20,4,3
0,2,78353.0,51,752,122,476,39,153,34,65,1100,0,1,24,0,2
2,3,93404.0,97,1279,15,287,20,0,15,70,1329,1,3,17,2,3
2,2,37859.0,75,22,1,8,2,1,2,62,28,0,3,6,0,0
4,6,80995.0,83,860,28,409,73,56,56,66,1073,0,1,22,0,2
2,5,16529.0,23,3,0,5,13,0,1,40,17,1,1,5,0,1
4,2,55412.0,65,10,5,28,11,1,8,48,35,0,2,6,0,0
2,4,48789.0,94,351,16,156,7,5,145,32,524,0,0,18,0,0
4,5,56575.0,42,421,5,90,0,16,10,57,452,1,2,20,0,1
0,5,25130.0,10,2,5,7,0,18,18,44,43,1,1,7,0,1
2,3,35441.0,94,25,1,9,2,1,1,57,30,1,2,6,0,1
2,3,71391.0,50,336,123,274,46,123,141,68,769,1,1,28,0,3
3,4,49494.0,46,191,9,97,0,6,82,52,288,0,1,14,0,0
2,2,81702.0,98,563,50,774,28,31,187,44,859,0,0,27,0,2
0,4,45889.0,42,31,0,6,0,1,8,44,40,0,1,5,0,0
2,4,56628.0,30,479,5,82,7,17,171,47,679,0,1,20,1,2
2,5,34026.0,11,18,6,15,12,8,17,74,61,1,2,9,0,1
2,3,40049.0,61,91,65,52,10,44,28,50,238,1,1,14,0,1
2,4,34176.0,12,5,7,24,19,14,20,36,65,0,1,11,0,0
2,3,19419.0,76,2,14,28,16,3,7,43,42,1,1,11,0,1
0,3,82504.0,2,362,50,431,134,35,54,64,635,1,0,17,0,3
2,5,81205.0,43,724,74,929,97,55,130,54,1080,1,0,19,3,3
0,4,61618.0,27,605,91,399,0,45,205,33,946,0,0,19,0,2
3,4,55284.0,60,547,7,140,0,7,63,68,624,0,1,23,0,0
2,4,49980.0,79,104,1,54,13,9,14,61,141,0,1,11,0,0
2,3,15072.0,96,8,2,15,0,10,18,44,38,1,2,11,0,1
2,4,49166.0,17,224,2,25,7,0,110,50,343,0,1,13,0,0
4,3,65324.0,0,384,0,102,21,32,5,70,442,1,1,20,0,1
0,3,82347.0,38,556,54,845,202,133,63,67,1008,1,0,25,2,3
4,5,30843.0,43,24,0,2,0,0,9,58,33,1,2,6,1,1
4,3,46374.0,1,408,0,21,0,0,17,50,425,1,1,18,2,1
2,4,60474.0,25,265,199,303,234,9,170,45,877,0,1,31,0,2
3,3,38576.0,2,34,0,7,0,0,0,51,34,1,1,5,0,1
2,3,55357.0,66,374,64,116,84,25,64,39,611,1,2,22,0,1
2,5,37758.0,49,27,2,10,0,0,1,58,30,1,2,6,0,1
0,3,85710.0,5,600,20,350,29,30,33,35,712,1,0,26,1,3
2,5,23228.0,71,13,2,18,6,1,0,55,22,1,1,7,0,1
3,5,44602.0,35,167,2,89,0,0,34,55,203,1,2,17,0,1
2,3,7500.0,94,0,2,3,4,1,5,37,12,1,0,4,0,1
0,5,38683.0,80,46,35,69,84,41,66,35,272,1,1,17,0,1
0,4,49514.0,61,88,39,78,58,13,93,49,291,0,1,13,0,0
4,5,57906.0,29,243,11,119,10,3,15,51,282,1,1,17,0,1
3,4,43456.0,0,275,11,68,25,7,7,58,325,0,1,17,0,0
3,4,19485.0,80,6,0,4,0,0,0,38,6,0,2,4,0,0
2,5,53172.0,54,121,62,90,68,20,125,46,396,1,1,16,0,1
2,5,30545.0,71,4,12,15,19,7,12,45,54,1,1,7,0,1
4,5,70123.0,27,1308,0,396,23,0,0,41,1331,1,0,17,2,3
2,4,62450.0,61,515,47,267,62,66,38,65,728,0,1,16,1,2
2,5,21675.0,55,4,0,16,17,4,4,48,29,1,1,10,0,1
0,4,42395.0,35,48,13,57,24,15,25,43,125,0,2,12,0,0
3,5,61346.0,34,562,58,168,43,16,142,46,821,1,1,23,0,3
2,5,80812.0,95,769,22,500,210,143,33,71,1177,1,0,18,3,3
3,2,42835.0,64,379,4,93,12,9,98,53,502,0,2,23,0,0
2,3,39922.0,30,29,12,59,19,1,36,41,97,1,1,9,0,1
3,4,86424.0,12,387,68,569,89,45,68,68,657,0,0,28,0,2
0,5,17117.0,96,12,23,38,30,18,7,46,90,1,1,11,0,1
2,4,24762.0,16,6,10,12,3,15,40,52,74,0,1,9,1,0
2,3,35797.0,16,27,1,14,4,1,21,49,54,1,1,7,0,1
2,2,36627.0,78,9,1,5,0,0,1,49,11,0,2,4,0,0
0,3,51111.0,83,22,0,19,6,5,3,43,36,1,2,7,0,1
4,4,86857.0,96,899,102,838,133,102,40,52,1276,0,0,22,0,2
4,5,82072.0,67,889,55,685,168,92,129,54,1333,1,0,19,0,3
4,4,46231.0,87,189,2,55,0,5,12,71,208,0,3,15,0,0
2,3,42243.0,34,48,0,2,0,0,5,65,53,1,2,7,0,1
2,5,51195.0,46,230,14,156,82,24,58,62,408,1,2,24,0,1
3,4,68092.0,7,852,60,207,78,36,48,46,1074,0,0,20,0,2
2,3,31814.0,73,35,3,20,4,1,20,51,63,1,1,7,1,1
3,6,51390.0,54,205,20,47,23,2,56,59,306,0,2,18,0,0
2,3,76630.0,93,255,31,446,40,56,175,41,557,1,0,25,0,3
1,4,26868.0,52,0,0,1,8,3,2,33,13,0,1,4,0,0
4,2,48948.0,53,437,8,206,160,49,42,81,696,0,0,24,1,2
4,4,55260.0,81,825,8,53,11,0,242,52,1086,0,1,25,0,2
2,5,64090.0,8,316,58,161,76,51,135,68,636,1,1,20,0,3
2,2,78331.0,97,756,138,354,160,169,61,66,1284,0,1,25,0,2
4,3,37087.0,50,194,55,134,15,0,3,50,267,1,1,17,0,1
2,2,21846.0,38,7,17,18,6,10,26,38,66,0,1,11,0,0
2,3,81320.0,61,183,33,493,59,103,57,66,435,1,0,18,0,3
2,2,54137.0,46,171,0,11,0,1,20,54,192,0,1,11,0,0
2,5,66825.0,73,243,101,405,29,40,40,57,453,1,0,16,0,3
2,5,57100.0,19,181,21,69,39,3,96,51,340,1,0,13,0,1
2,5,58917.0,10,151,7,89,0,7,28,55,193,1,3,16,0,1
2,4,85072.0,94,494,92,391,194,11,241,47,1032,0,0,18,0,2
2,4,86429.0,10,464,28,873,29,18,37,63,576,0,0,18,1,2
2,6,45684.0,37,5,1,5,10,0,7,53,23,0,1,4,0,0
2,5,47889.0,94,29,0,29,0,5,4,50,38,1,1,6,0,1
4,3,45921.0,23,102,9,49,24,3,12,38,150,1,0,10,0,1
4,4,78420.0,75,604,28,674,91,28,28,58,779,0,0,22,0,2
2,5,75114.0,40,571,12,523,63,60,24,32,730,1,0,19,0,3
4,6,52278.0,24,953,0,71,0,0,174,61,1127,0,1,31,0,2
3,3,35641.0,11,63,3,67,8,9,28,52,111,1,1,10,0,1
2,4,95529.0,29,770,29,890,250,27,24,30,1100,0,0,18,1,2
2,3,62820.0,51,398,61,265,138,61,53,70,711,1,0,14,0,3
3,5,73113.0,86,741,19,154,50,9,28,64,847,1,0,15,0,3
4,3,84169.0,9,1478,19,403,0,19,0,42,1516,1,0,20,2,3
0,4,42607.0,30,156,29,56,30,32,47,70,294,0,1,14,0,0
4,4,74637.0,73,960,64,464,146,0,16,70,1186,0,0,25,1,2
4,5,46015.0,25,38,0,2,0,0,6,69,44,1,2,5,2,1
2,4,72354.0,67,315,26,473,220,12,182,31,755,0,0,19,0,2
3,4,39858.0,67,15,20,25,2,7,26,55,70,0,1,7,0,0
4,3,34469.0,58,19,6,20,0,5,12,76,42,1,2,9,0,1
2,5,83033.0,82,812,99,431,237,149,33,38,1330,1,1,26,1,3
3,5,24401.0,98,73,28,217,10,24,115,45,250,1,0,16,0,1
2,3,77583.0,93,372,23,384,250,12,108,46,765,1,0,19,1,3
0,4,74116.0,53,871,111,704,145,55,166,42,1348,0,0,19,1,2
2,4,74293.0,66,375,152,335,93,91,81,31,792,0,0,16,0,2
4,3,68397.0,6,760,80,466,17,13,80,48,950,1,1,21,0,3
4,5,79632.0,42,471,0,510,99,21,12,50,603,1,0,20,0,3
2,4,46107.0,78,31,9,27,16,9,33,35,98,0,1,7,0,0
4,4,64950.0,29,819,0,72,12,0,63,73,894,0,1,25,1,2
1,3,25443.0,82,1,4,3,8,9,7,35,29,1,1,5,0,1
2,4,75127.0,92,203,35,305,46,17,227,72,528,0,0,19,0,2
4,5,32892.0,78,26,0,15,2,1,2,53,31,1,1,8,0,1
2,5,71796.0,54,354,21,311,167,75,32,53,649,1,0,17,0,3
4,3,67536.0,45,1253,0,447,23,71,35,54,1382,1,1,30,1,3
2,4,55239.0,59,371,17,238,23,24,106,53,541,0,1,26,0,2
4,2,60554.0,8,588,7,76,110,15,15,49,735,0,1,23,0,2
0,4,64831.0,51,480,86,249,75,86,144,72,871,0,2,22,0,2
4,5,56067.0,51,517,12,54,16,6,120,62,671,1,1,20,0,3
2,2,82025.0,76,267,98,606,48,70,98,41,581,0,0,12,1,2
2,5,94384.0,62,1111,24,790,160,45,172,71,1512,1,0,18,3,3
1,4,14906.0,86,7,7,14,7,16,15,38,52,0,0,9,0,0
4,3,51563.0,60,1166,0,48,0,0,36,37,1202,1,0,19,2,3
0,3,57937.0,56,261,42,144,55,48,133,42,539,1,1,20,0,3
2,2,68274.0,83,135,25,51,23,25,46,45,254,0,2,13,0,0
2,5,39771.0,92,6,2,18,2,8,14,47,32,1,1,6,0,1
0,2,67893.0,31,711,28,142,49,18,47,49,853,0,1,16,0,2
4,5,27922.0,80,11,0,13,2,4,11,45,28,1,1,6,0,1
4,5,52190.0,39,42,0,17,0,0,18,48,60,1,2,9,1,1
3,2,44051.0,20,79,7,58,6,3,18,51,113,0,2,12,0,0
4,4,42767.0,53,20,6,43,19,5,38,53,88,0,2,7,0,0
3,5,46106.0,84,30,0,8,2,0,14,48,46,1,2,5,0,1
4,3,16927.0,50,20,2,23,3,1,4,48,30,1,2,12,0,1
2,3,59754.0,96,115,27,44,4,146,139,59,431,1,1,16,0,1
2,4,53700.0,94,263,5,233,69,41,83,72,461,0,1,22,0,0
2,3,59041.0,25,69,2,15,2,2,6,51,81,1,2,8,0,1
4,2,54237.0,48,267,3,30,4,0,57,67,331,0,1,16,0,0
2,2,70647.0,65,561,85,171,25,123,114,57,908,0,1,26,0,2
4,4,52597.0,69,492,0,37,7,0,42,62,541,0,1,20,0,0
3,5,41021.0,12,14,7,9,6,16,12,55,55,1,1,7,0,1
4,3,40233.0,84,80,4,46,0,17,2,49,103,1,1,13,0,1
2,3,50183.0,47,97,12,84,13,10,15,44,147,1,2,17,0,1
2,5,54753.0,87,197,107,227,7,59,131,65,501,1,1,21,0,3
2,3,92955.0,35,693,21,925,31,24,84,51,853,1,0,23,2,3
2,3,33471.0,47,43,2,27,0,9,12,51,66,1,1,10,0,1
4,3,34596.0,48,14,0,2,0,0,7,50,21,1,1,4,0,1
2,5,44010.0,46,186,36,234,86,72,48,44,428,1,1,24,0,3
2,3,84219.0,27,434,137,400,45,137,45,36,798,1,0,18,0,3
4,5,40706.0,37,59,0,11,4,2,5,56,70,1,3,11,0,1
0,3,15716.0,8,16,5,30,8,7,26,36,62,1,1,10,0,1
0,2,59052.0,29,230,35,75,63,57,31,65,416,0,1,18,0,0
3,5,80573.0,85,829,138,430,60,92,15,53,1134,1,0,24,0,3
2,3,83715.0,2,318,8,407,150,35,8,62,519,1,0,24,0,3
3,5,82576.0,66,1206,55,445,168,18,18,65,1465,1,0,19,1,3
3,3,56962.0,60,292,3,77,10,3,26,59,334,1,3,21,0,1
2,3,35704.0,54,30,9,12,2,11,30,72,82,1,2,9,0,1
2,5,53103.0,70,729,17,133,11,0,195,70,952,1,1,28,1,3
0,6,46779.0,55,12,1,3,0,0,7,64,20,0,2,4,0,0
2,2,4861.0,20,2,1,1,1,0,1,59,5,0,0,0,0,0
3,2,33462.0,78,22,3,18,0,0,11,45,36,0,1,6,0,0
2,2,63693.0,63,587,43,337,42,87,54,46,813,0,1,29,0,2
2,3,80763.0,17,674,168,108,192,42,231,74,1307,1,0,23,2,3
4,3,65352.0,43,284,3,84,4,7,23,50,321,1,1,16,0,1
4,3,82170.0,13,1023,93,651,49,55,37,46,1257,1,0,19,0,3
2,3,75759.0,46,1394,22,708,89,91,182,55,1778,1,0,26,3,3
0,4,79689.0,65,311,26,640,180,37,121,48,675,0,0,27,0,2
4,6,35340.0,1,27,0,12,0,1,5,68,33,0,2,7,0,0
2,2,85683.0,6,1296,17,311,45,69,51,70,1478,0,0,17,4,2
0,3,24884.0,32,3,6,7,0,0,3,52,12,1,1,4,0,1
3,5,42021.0,34,393,5,136,7,5,27,43,437,1,1,22,1,1
2,4,64449.0,70,218,63,282,137,35,70,35,523,0,1,24,0,2
2,2,64587.0,49,66,0,16,0,6,20,70,92,0,2,8,0,0
2,4,34824.0,65,4,2,11,2,0,4,29,12,0,0,4,0,0
2,5,75437.0,25,795,0,545,95,58,0,46,948,1,0,23,1,3
2,5,26091.0,84,15,10,19,8,17,20,67,70,1,2,9,0,1
2,3,52845.0,7,384,25,292,130,41,64,51,644,1,1,25,1,3
2,2,46086.0,34,244,8,32,7,2,50,68,311,0,1,16,0,0
4,6,78028.0,38,158,19,288,25,0,38,68,240,0,1,20,2,0
4,4,95169.0,1,1285,21,449,106,20,20,37,1452,0,0,12,2,2
0,3,56337.0,25,349,16,144,28,5,182,43,580,1,2,22,2,1
2,5,22434.0,25,4,12,11,3,13,15,37,47,1,1,7,0,1
4,3,36930.0,50,223,2,31,0,2,39,70,266,1,1,16,0,1
2,4,36130.0,46,157,43,127,68,56,37,70,361,0,1,21,1,0
3,3,65569.0,96,397,46,288,20,38,70,71,571,1,1,23,0,3
2,5,83844.0,57,901,31,345,75,31,191,72,1229,1,0,20,1,3
2,3,19514.0,47,14,3,21,2,1,28,56,48,1,2,10,1,1
4,4,36736.0,52,10,0,3,0,0,4,61,14,0,2,4,0,0
2,5,77568.0,30,1230,0,396,232,178,158,45,1798,1,1,21,3,3
4,5,49187.0,63,81,1,31,2,1,0,48,85,1,1,8,0,1
2,4,30168.0,51,154,20,66,0,12,27,46,213,0,1,18,0,0
3,5,34053.0,14,63,0,21,7,0,12,56,82,1,1,7,0,1
3,3,38196.0,20,30,0,11,0,0,3,53,33,1,2,9,0,1
3,3,59412.0,56,90,67,165,30,43,11,73,241,1,0,15,0,1
0,3,70924.0,41,635,114,254,132,152,76,59,1109,1,0,20,1,3
2,5,54165.0,72,127,4,73,15,6,11,55,163,1,0,11,0,1
2,3,32300.0,1,13,3,6,6,5,6,51,33,1,1,5,0,1
2,4,20180.0,27,18,42,24,15,20,18,48,113,0,0,8,0,0
2,3,34961.0,77,45,2,26,4,1,1,51,53,1,1,10,0,1
4,5,28440.0,87,38,1,24,0,0,0,50,39,1,1,6,0,1
4,5,64504.0,81,986,36,168,16,0,108,71,1146,1,3,25,0,3
3,5,33564.0,51,61,0,3,0,0,7,58,68,1,1,6,0,1
2,3,17345.0,79,4,9,16,17,0,12,46,42,1,1,7,0,1
4,3,56320.0,11,201,53,172,116,77,83,57,530,1,1,21,0,3
2,4,28647.0,54,19,8,29,0,12,26,46,65,0,1,7,1,0
1,4,15038.0,93,4,8,11,19,12,26,37,69,0,1,7,0,0
4,2,32173.0,0,18,0,2,0,0,2,66,20,0,1,5,0,0
0,5,68316.0,54,806,80,161,120,11,33,60,1050,1,1,32,0,3
2,5,74538.0,21,380,98,733,110,112,28,53,728,1,0,22,1,3
2,4,91700.0,58,576,172,961,125,115,19,53,1007,0,0,20,0,2
2,5,68695.0,3,458,81,356,106,50,40,55,735,1,0,16,0,3
0,3,31056.0,99,5,10,13,3,8,16,47,42,1,1,5,0,1
2,3,79593.0,70,350,60,568,110,133,145,51,798,1,0,19,1,3
2,4,28071.0,65,39,33,130,41,26,44,44,183,0,0,13,0,0
4,5,37334.0,44,26,1,16,2,2,15,66,46,1,2,11,0,1
3,4,46423.0,6,68,0,16,0,0,8,52,76,0,2,9,0,0
4,3,37126.0,9,45,3,9,4,4,7,53,63,1,1,6,1,1
2,3,47703.0,95,359,0,134,13,26,123,71,521,1,1,21,0,1
2,3,61180.0,70,403,24,29,6,24,218,65,675,1,1,18,1,3
2,3,38998.0,92,34,1,14,0,0,5,70,40,1,2,8,0,1
2,4,8028.0,62,73,18,66,7,12,2,33,112,0,0,16,0,0
2,5,76081.0,85,292,30,415,63,33,200,62,618,1,0,14,1,3
2,5,34728.0,2,14,0,16,0,0,6,38,20,1,1,5,0,1
3,4,33168.0,0,80,1,37,0,1,3,59,85,0,1,10,0,0
3,3,33585.0,91,30,11,33,13,6,29,58,89,1,1,7,0,1
4,3,77037.0,3,463,96,333,168,53,10,64,790,1,1,27,0,3
2,5,35196.0,68,75,12,141,43,39,187,40,356,1,1,18,0,1
2,3,44529.0,98,538,13,91,17,6,26,58,600,1,1,25,1,3
0,3,70924.0,41,635,114,254,132,152,76,59,1109,1,0,20,1,3
4,5,28764.0,16,8,0,3,0,0,1,58,9,1,2,4,1,1
4,3,69098.0,82,1315,22,780,145,0,178,75,1660,1,0,25,0,3
0,2,25959.0,1,4,2,12,7,5,26,54,44,0,2,7,0,0
3,3,27100.0,64,12,0,13,2,0,10,41,24,1,1,5,0,1
2,4,70596.0,68,347,44,534,17,0,26,39,434,0,0,21,0,2
2,3,42557.0,98,192,5,53,0,5,15,50,217,1,1,15,0,1
4,3,53312.0,32,241,0,12,0,0,25,73,266,1,0,12,0,1
2,4,72228.0,87,631,28,491,30,14,56,72,759,0,0,22,0,2
2,5,67605.0,84,336,28,282,184,54,54,37,656,1,0,17,0,3
3,3,62845.0,3,1099,0,45,0,0,34,75,1133,1,2,28,1,3
2,5,65196.0,34,743,19,181,12,0,200,66,974,1,2,26,1,3
4,4,42000.0,23,124,83,267,85,59,35,37,386,0,0,20,0,2
4,2,35860.0,37,15,0,8,4,2,20,51,41,0,2,6,1,0
4,3,65526.0,22,397,19,69,12,0,9,60,437,1,1,17,0,1
2,3,16860.0,19,10,4,4,3,3,14,63,34,1,2,8,0,1
2,4,83528.0,7,530,117,678,134,44,147,32,972,0,0,23,2,2
0,2,64176.0,52,1215,33,249,64,116,149,59,1577,0,1,33,0,2
2,2,22304.0,91,3,2,7,0,4,2,68,11,0,0,4,0,0
2,3,67023.0,93,444,44,382,11,8,17,46,524,1,0,24,0,3
4,5,32892.0,78,26,0,15,2,1,2,53,31,1,1,8,0,1
2,5,70713.0,23,736,114,279,82,76,190,58,1198,1,1,25,0,3
2,5,59925.0,83,473,21,176,19,21,56,69,590,1,1,23,0,3
2,3,39722.0,92,32,0,5,2,0,8,71,42,1,1,7,0,1
2,5,46610.0,4,288,10,30,4,10,125,66,437,1,0,14,0,1
2,5,88347.0,32,1050,178,555,77,138,118,63,1561,1,0,21,1,3
4,3,87171.0,27,1001,44,107,58,44,44,43,1191,1,0,25,2,3
0,5,26907.0,10,9,1,7,0,3,2,48,15,1,2,6,0,1
3,4,50014.0,9,234,14,77,19,10,42,56,319,0,1,15,0,0
4,3,41014.0,65,7,2,6,2,0,3,46,14,1,1,4,0,1
2,4,66294.0,68,251,108,334,65,92,117,59,633,0,0,13,0,2
2,3,36715.0,16,172,10,125,21,13,16,53,232,1,1,19,0,1
2,3,79456.0,12,565,42,548,64,83,99,68,853,1,0,16,0,3
2,5,40479.0,95,5,0,8,2,0,0,42,7,1,1,4,0,1
3,4,75345.0,16,918,57,842,99,38,133,54,1245,0,0,20,1,2
2,3,54233.0,46,652,8,158,21,0,142,47,823,1,1,26,0,3
2,4,24163.0,3,4,1,7,2,1,2,54,10,0,2,6,0,0
4,5,84460.0,80,152,27,103,106,54,81,66,420,1,0,22,4,3
2,5,43776.0,77,8,0,9,2,1,3,41,14,1,1,4,0,1
4,4,71691.0,0,336,130,411,240,32,43,66,781,0,0,17,0,2
4,3,85844.0,62,938,19,843,25,95,38,51,1115,1,0,20,1,3
4,4,39190.0,91,68,8,18,19,8,12,50,115,0,1,9,0,0
2,5,71367.0,24,227,23,389,42,21,75,65,388,1,0,17,0,3
4,4,38578.0,2,38,4,22,3,3,3,52,51,0,2,9,0,0
4,3,57236.0,22,105,0,9,2,1,4,59,112,1,2,10,0,1
2,4,61825.0,56,162,50,100,55,30,27,45,324,0,1,15,0,0
2,2,79803.0,54,574,8,216,21,16,33,66,652,0,1,13,0,0
0,4,80910.0,71,160,80,369,67,39,41,38,387,0,0,15,0,2
3,5,27590.0,38,6,0,5,0,0,1,42,7,1,1,4,0,1
2,3,56775.0,62,614,35,160,58,35,35,45,777,1,1,25,0,3
2,2,83829.0,78,897,161,430,186,161,27,49,1432,0,0,17,3,2
0,3,54210.0,18,70,54,109,80,9,45,45,258,1,1,14,0,1
2,3,38508.0,95,120,19,206,25,19,54,38,237,1,1,20,0,1
2,5,53187.0,66,211,2,30,7,7,10,54,237,1,1,13,0,1
2,3,30023.0,28,11,0,16,7,6,21,52,45,1,1,6,0,1
4,4,76045.0,78,760,53,400,17,93,0,64,923,0,0,21,1,2
4,3,50870.0,13,53,0,8,0,0,2,72,55,1,1,6,0,1
0,3,15315.0,27,7,4,13,15,8,17,54,51,1,0,8,0,1
0,3,65463.0,17,391,32,70,21,32,16,50,492,1,1,19,1,1
2,3,66480.0,71,199,9,57,20,21,6,59,255,1,2,19,0,1
2,2,76773.0,79,516,56,449,86,33,16,70,707,0,0,16,0,2
0,4,81698.0,1,709,45,115,30,160,45,41,989,0,0,16,1,2
4,4,54466.0,78,12,0,4,0,0,0,51,12,0,2,4,0,0
3,4,98777.0,23,1000,19,711,125,115,38,64,1297,0,0,19,1,2
4,4,16269.0,75,19,3,18,3,1,0,40,26,0,1,9,0,0
2,5,71819.0,70,1224,28,140,0,14,168,53,1434,1,1,14,2,3
4,3,33569.0,10,16,2,18,3,0,24,41,45,1,1,5,1,1
3,3,36262.0,24,88,39,54,64,28,153,41,372,1,0,12,1,1
1,5,22634.0,47,2,23,11,8,6,46,58,85,1,0,6,0,1
0,3,47025.0,98,508,11,59,23,5,29,46,576,1,1,23,0,1
2,4,70566.0,4,381,28,215,84,28,21,56,542,0,1,22,0,2
4,3,31605.0,15,74,0,42,2,1,6,45,83,1,1,9,0,1
3,2,52034.0,67,146,0,93,7,13,73,51,239,0,2,16,0,0
